2024-09-06 19:25:18.505 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: vin, password: 1234, email: vin@gmail.com
2024-09-06 19:26:41.969 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:42.287 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:42.290 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:42.459 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:42.627 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:42.755 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:43.093 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:43.095 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:43.277 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:43.431 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:43.742 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:43.912 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:44.018 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:44.167 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:44.494 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:44.529 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:44.691 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:45.018 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:45.069 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:45.234 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:45.517 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:45.629 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:45.787 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:46.078 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:46.159 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:46.449 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:46.545 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:46.712 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:46.870 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:47.201 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:47.225 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:47.609 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:47.611 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:47.777 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:47.923 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:48.268 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:48.298 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:48.449 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:48.686 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:48.780 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:48.959 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:49.294 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:49.300 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:49.605 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:49.691 [http-nio-8080-exec-9 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:49.987 [http-nio-8080-exec-10] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:50.087 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:50.251 [http-nio-8080-exec-2 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:50.534 [http-nio-8080-exec-3 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:50.629 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:50.958 [http-nio-8080-exec-5 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:51.006 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:51.161 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:26:51.335 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:44:10.606 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:44:10.689 [http-nio-8080-exec-6 ] INFO  login.controller.RegisterServlet - checkResult: true
2024-09-06 19:44:17.764 [http-nio-8080-exec-7 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:46:05.376 [http-nio-8080-exec-1 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:46:05.434 [http-nio-8080-exec-1 ] ERROR login.controller.RegisterServlet - 註冊失敗: 使用者已存在: jo
2024-09-06 19:46:12.746 [http-nio-8080-exec-4 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:46:12.748 [http-nio-8080-exec-4 ] ERROR login.controller.RegisterServlet - 註冊失敗: 使用者已存在: jo
2024-09-06 19:46:13.526 [http-nio-8080-exec-8 ] INFO  login.controller.RegisterServlet - userName: jo, password: 5678, email: jo@gmail.com
2024-09-06 19:46:13.528 [http-nio-8080-exec-8 ] ERROR login.controller.RegisterServlet - 註冊失敗: 使用者已存在: jo
